Name,Gender,Salary,Departments,Position
남윤재,female,4812,marketing,intern
윤지인,male,19897,marketing,manager
동주환,male,4499,advertising,intern
김서진,female,29074,marketing,manager
양율,male,10409,marketing,manager
채윤하,female,11227,marketing,assistant
신지후,male,9753,advertising,manager
추성준,male,11199,marketing,header
탁시완,female,9945,design,assistant
지로이,female,27973,marketing,assistant
경준희,male,14959,marketing,assistant
길세연,male,22349,marketing,assistant
사나연,female,10935,advertising,manager
주도윤,male,4171,marketing,assistant
여은솔,female,11906,marketing,header
나규민,male,21346,marketing,manager
황재훈,male,5214,marketing,assistant
민예은,female,5223,IT,assistant
어나경,female,15135,marketing,manager
변나율,female,20293,marketing,assistant
목별,female,26515,marketing,assistant
경태리,female,10101,marketing,assistant
고예성,female,11780,advertising,intern
예지환,male,22520,design,assistant
홍주하,male,7535,advertising,header
성도경,male,20345,IT,assistant
음예지,male,6595,finance,header
염정연,male,12005,IT,intern
팽윤성,male,14950,marketing,manager
당윤우,female,29940,marketing,assistant
염연주,male,19833,marketing,assistant
팽재영,female,18444,IT,assistant
최설,male,19600,marketing,assistant
김아인,female,24425,marketing,assistant
호혜린,male,22438,marketing,header
옥은율,male,15690,marketing,assistant
권지혁,male,24115,marketing,assistant
금은재,male,29112,marketing,manager
변규민,male,7575,marketing,manager
기채원,male,10930,marketing,intern
지수정,male,14999,marketing,header
피지수,male,18267,advertising,assistant
현유찬,male,6589,marketing,intern
차예찬,female,25592,marketing,assistant
백주희,female,4098,marketing,assistant
원준성,female,20749,marketing,assistant
감채윤,female,27942,IT,intern
탁윤성,female,10205,advertising,manager
용인우,female,28733,marketing,assistant
조상현,female,24804,marketing,assistant
부종현,female,14075,advertising,manager
라승현,female,14689,advertising,assistant
형세린,female,27158,IT,header
방태현,female,24327,marketing,manager
민예성,male,14427,design,assistant
인연우,male,15737,marketing,manager
예은비,male,28039,marketing,assistant
승서연,male,11349,marketing,assistant
승가영,female,19968,advertising,manager
엄도영,male,8484,marketing,manager
강준후,male,3136,design,manager
반찬,male,7487,advertising,manager
윤예진,female,13748,design,header
채시우,male,17013,marketing,manager
제리아,female,25409,finance,assistant
피이현,male,16555,marketing,header
권예은,male,11977,marketing,assistant
조순기,male,27807,marketing,assistant
견민결,female,17077,marketing,manager
류연주,female,24118,design,intern
송서영,male,28258,marketing,assistant
라강민,female,7581,advertising,assistant
팽하음,male,3585,IT,manager
선도원,male,10280,advertising,manager
홍예찬,male,23167,advertising,manager
당채린,male,20646,marketing,assistant
위리아,female,7907,design,assistant
최지인,female,15817,marketing,assistant
한지성,female,4866,marketing,manager
설희찬,male,26236,design,assistant
양윤,male,20958,advertising,assistant
강진우,male,17714,design,assistant
단세현,female,12056,design,header
명선우,female,23516,design,intern
은도윤,male,19861,marketing,assistant
은효은,female,17644,advertising,manager
함채린,male,19168,advertising,assistant
임예원,female,13705,marketing,manager
노우준,female,14512,advertising,manager
현도은,male,28374,marketing,manager
동수혁,female,23980,advertising,manager
구도희,female,22358,finance,assistant
양재이,male,6046,advertising,manager
유채원,male,22645,advertising,manager
차세영,male,14275,marketing,manager
마승환,male,28683,marketing,assistant
차민결,male,5643,advertising,intern
용태양,male,29376,marketing,assistant
인하엘,female,6517,marketing,manager
복민혁,male,3590,marketing,assistant
석태훈,male,20801,marketing,manager
심수진,male,3399,advertising,assistant
박단비,male,26988,marketing,assistant
주유나,male,23431,marketing,manager
봉지원,female,17231,marketing,manager
우지온,male,3633,marketing,manager
국태이,male,5251,advertising,intern
왕소미,male,6134,IT,assistant
당민서,female,16753,marketing,assistant
홍다혜,female,22556,advertising,manager
방도아,male,16132,advertising,intern
금라온,male,8742,marketing,assistant
호민규,male,15318,advertising,assistant
옥효준,female,28184,IT,manager
천유찬,male,20189,marketing,assistant
구재우,male,14922,marketing,manager
위도원,male,14012,marketing,assistant
우하준,male,20399,IT,assistant
금윤아,female,7941,design,manager
노은우,male,6697,advertising,manager
하지후,male,13329,marketing,manager
예수현,female,26815,design,assistant
권은율,male,24141,advertising,assistant
서단비,male,9006,marketing,manager
위은빈,male,5242,advertising,assistant
윤혜린,male,8221,advertising,assistant
나연호,male,5465,marketing,assistant
명시율,female,22160,marketing,assistant
현재희,male,9189,design,manager
손윤성,male,23717,marketing,assistant
염율,male,26779,marketing,assistant
온지연,female,22813,marketing,manager
도도연,female,22181,advertising,manager
피연주,male,17549,advertising,manager
홍찬,female,16083,marketing,assistant
두도영,male,29581,marketing,manager
김강민,male,29677,design,assistant
권도하,female,4239,advertising,intern
노리원,female,8780,marketing,manager
송태리,female,18071,marketing,assistant
단단비,female,19083,design,assistant
채효린,male,13012,marketing,header
김예인,female,11256,finance,assistant
현희찬,female,28249,marketing,intern
시민주,male,23519,marketing,assistant
송시원,male,13874,design,intern
선도준,male,21846,marketing,manager
함태우,female,27658,marketing,intern
설세준,male,6821,design,assistant
천진호,female,14311,marketing,manager
라하성,male,8599,design,assistant
은민서,female,5865,marketing,assistant
이민서,male,24238,advertising,assistant
예민서,male,20352,marketing,manager
감서정,male,11798,marketing,assistant
송정은,male,21134,marketing,assistant
팽아윤,male,15406,advertising,assistant
표윤,female,4244,design,header
우현수,male,6031,marketing,assistant
남성민,female,13042,marketing,intern
봉한나,male,29794,marketing,intern
반은수,female,16017,marketing,assistant
여소희,male,7269,finance,header
손시은,male,23940,design,assistant
빈성윤,female,14057,IT,assistant
연아영,female,26877,marketing,header
태찬희,female,23040,advertising,manager
도윤슬,female,18777,marketing,assistant
국유준,male,10600,marketing,manager
하재우,male,16085,marketing,header
은지안,female,26868,marketing,assistant
목지안,female,25759,design,manager
음민찬,male,23778,finance,assistant
한보미,female,21042,advertising,assistant
용지훈,male,10648,design,assistant
한세현,male,23299,finance,manager
고승찬,female,11219,IT,assistant
예유진,female,24695,design,manager
피가은,female,26355,marketing,header
하정현,male,9385,marketing,header
나현승,male,25027,design,assistant
사성윤,female,18526,marketing,assistant
어아윤,female,11962,finance,assistant
노제인,male,7322,design,manager
나소이,male,11015,IT,intern
옥채린,female,18362,IT,assistant
마나은,male,9077,IT,assistant
반윤호,female,19934,marketing,assistant
한도연,male,27414,IT,assistant
단윤서,female,12817,marketing,manager
맹주현,male,11235,advertising,assistant
윤소민,male,25338,marketing,assistant
제지성,male,9912,marketing,assistant
공로운,female,5905,marketing,manager
손연준,male,12283,IT,assistant
서진우,male,5879,finance,manager
구도경,male,20728,marketing,manager
성상윤,male,14370,advertising,assistant
길예솔,female,24744,marketing,assistant
지시준,female,9419,advertising,assistant
국강민,female,14174,advertising,assistant
부도훈,female,19171,marketing,header
안혜정,male,12360,advertising,assistant
상용준,female,4175,finance,manager
어우현,male,26817,advertising,assistant
윤유이,female,21448,design,assistant
설여원,male,25999,marketing,intern
두재하,male,11291,finance,manager
차해인,female,16078,finance,assistant
여민성,male,15451,advertising,manager
현나현,male,19993,marketing,assistant
임동준,female,6239,marketing,intern
범하율,female,26259,marketing,header
사채아,male,15712,advertising,assistant
표동건,female,12917,advertising,manager
하하윤,male,12552,advertising,manager
박지온,male,24963,finance,header
상가온,male,13235,advertising,manager
기윤지,female,12461,advertising,manager
서단비,male,11769,marketing,assistant
차서진,male,19478,marketing,intern
음다온,female,12395,marketing,intern
소상윤,male,17452,marketing,assistant
윤유진,male,11290,marketing,header
박지인,male,8591,marketing,assistant
채다희,male,23428,marketing,assistant
호동윤,male,24180,marketing,assistant
여다원,male,27559,advertising,intern
경건희,male,5348,advertising,intern
엄민하,male,16252,marketing,assistant
오세인,male,22522,IT,assistant
복준희,male,19328,advertising,manager
표은혜,male,21761,marketing,assistant
목유리,male,28893,finance,assistant
석정연,female,28068,marketing,manager
인서율,female,29247,marketing,assistant
지지민,male,21046,marketing,assistant
문소영,female,28861,design,assistant
맹아윤,male,9259,advertising,assistant
박별,male,16401,advertising,manager
편승찬,male,9172,marketing,header
봉아름,female,24386,marketing,assistant
라이현,male,10457,advertising,header
엄지혜,female,23069,marketing,assistant
홍진우,male,29740,marketing,assistant
유이현,female,28037,advertising,assistant
황예서,female,7356,advertising,manager
함서인,female,9184,advertising,manager
견하람,male,9675,design,manager
곽시준,female,21476,marketing,manager
피우진,male,11523,marketing,intern
추영우,male,19293,marketing,assistant
오윤우,male,15181,design,assistant
배윤진,male,18642,marketing,header
갈수아,female,3141,advertising,intern
도채민,male,27738,advertising,intern
소정현,male,12773,marketing,header
윤하음,female,15815,marketing,assistant
승하람,male,4931,marketing,assistant
형예림,male,19218,marketing,intern
피은비,male,4122,advertising,header
고태양,male,14442,advertising,assistant
주정훈,female,23175,advertising,manager
어하음,male,27569,design,manager
연윤성,male,10197,marketing,assistant
동소미,male,21675,marketing,assistant
맹소희,male,19969,advertising,assistant
노소율,male,7104,advertising,assistant
변다경,male,23536,marketing,assistant
배아준,male,18439,finance,header
간한율,female,26286,marketing,header
형유찬,female,24079,marketing,header
견이현,female,7424,IT,manager
인지운,male,12287,marketing,assistant
상민성,female,10057,design,assistant
남세훈,male,12884,finance,intern
단태윤,female,19285,marketing,assistant
강하윤,male,25738,marketing,assistant
왕지호,male,18795,advertising,header
편윤성,male,8116,design,manager
음유라,female,28111,marketing,assistant
상민아,female,29546,marketing,manager
진동건,female,12485,marketing,assistant
서하나,male,22195,design,manager
선예은,male,9762,IT,manager
소우빈,female,3861,advertising,manager
당예준,female,29023,marketing,assistant
구상민,female,6111,advertising,manager
옥준수,male,20494,marketing,header
성예찬,female,11208,marketing,assistant
함승후,male,25364,design,assistant
온성민,male,6502,marketing,assistant
권시환,female,16007,marketing,manager
빈규빈,female,18844,marketing,header
손민주,male,25052,advertising,assistant
위서원,male,27815,advertising,header
경동윤,male,24001,marketing,intern
반서빈,male,21004,finance,assistant
방진혁,male,20475,design,assistant
태도윤,female,7847,advertising,manager
은예지,male,9363,design,assistant
권은우,male,15123,marketing,assistant
당혜인,male,28462,marketing,assistant
진세빈,male,14166,marketing,assistant
라태윤,female,5369,marketing,assistant
편이준,male,24142,marketing,assistant
추재혁,male,6505,advertising,manager
탁세준,male,5417,finance,header
나이준,male,29023,marketing,assistant
유동규,male,19988,marketing,assistant
갈혜성,male,26872,advertising,header
윤승찬,female,16273,finance,assistant
유다영,male,10741,IT,header
원서준,male,10057,marketing,assistant
좌지온,female,24568,advertising,assistant
이연주,male,14183,design,assistant
온다혜,female,20096,marketing,assistant
기재호,female,27675,finance,assistant
감윤주,male,15517,marketing,assistant
경유건,female,21565,marketing,manager
차은찬,female,23708,advertising,header
박세연,male,25093,marketing,manager
정진우,male,29555,finance,assistant
상진호,male,18952,marketing,manager
견소율,female,11815,marketing,assistant
곽윤건,male,29293,marketing,assistant
봉연우,male,6384,marketing,manager
하서아,male,16371,finance,assistant
육윤진,male,16710,marketing,manager
류은율,female,19401,marketing,intern
온주연,female,27126,marketing,assistant
봉수연,female,28010,advertising,header
추지완,female,19515,design,manager
복은우,female,7549,marketing,manager
기규리,male,27456,advertising,assistant
양규리,female,21200,design,assistant
감한율,female,22628,advertising,assistant
복주호,male,23893,marketing,assistant
서도연,male,16415,marketing,manager
배지후,female,29645,advertising,assistant
금별,female,4369,finance,intern
설찬영,male,7684,marketing,manager
곽서우,male,7848,finance,assistant
인지인,male,26874,marketing,manager
우나현,male,18484,IT,assistant
차세준,male,11823,marketing,assistant
채윤서,female,25549,finance,assistant
태민건,male,6866,marketing,assistant
서예진,female,15406,design,intern
고하린,female,21033,advertising,assistant
황해인,male,13375,marketing,assistant
범주원,male,28027,finance,manager
인서윤,female,7464,marketing,manager
상다경,male,21024,marketing,intern
동현준,female,5413,design,assistant
범나은,male,20511,marketing,intern
간세준,male,29721,advertising,assistant
왕지현,male,20407,marketing,assistant
조은율,male,21908,advertising,manager
예가윤,female,24176,IT,manager
감민준,female,29782,advertising,header
안시윤,female,17086,marketing,manager
좌서후,male,3355,marketing,assistant
허유주,female,26741,advertising,assistant
우규빈,male,13486,finance,manager
마예지,male,10646,marketing,assistant
제하빈,male,17044,finance,header
백우준,female,10861,advertising,assistant
하유나,female,15153,marketing,assistant
장시완,male,3257,marketing,manager
염채현,female,28850,marketing,intern
노지윤,male,7892,marketing,assistant
손윤호,male,27136,marketing,assistant
신시호,male,11260,advertising,manager
박연지,male,28462,marketing,header
육율,male,18916,marketing,header
호영민,male,7046,advertising,manager
형동훈,male,18353,IT,manager
한정빈,female,16852,design,manager
두하연,female,11787,marketing,assistant
추재훈,male,13901,advertising,intern
동이솔,male,9463,design,assistant
온다경,male,28185,advertising,assistant
라도원,male,6152,IT,manager
제봄,male,5195,advertising,assistant
옥도희,male,28825,marketing,header
왕시윤,female,23915,marketing,assistant
오지후,female,15280,design,assistant
곽아준,male,22833,IT,assistant
간다온,male,15232,IT,manager
강은지,female,18143,advertising,assistant
한나경,female,24045,marketing,assistant
견현아,male,28317,marketing,assistant
현가윤,female,26706,marketing,assistant
육건후,female,21775,advertising,manager
온연우,male,26510,finance,assistant
공라윤,male,22457,design,manager
손건희,female,29866,finance,assistant
염예준,male,14157,marketing,assistant
시윤건,female,25046,IT,assistant
신준원,male,4963,advertising,header
원도경,female,10203,design,assistant
추가온,female,3299,marketing,assistant
반고은,female,3086,design,manager
왕현우,female,20488,marketing,assistant
은하준,male,26359,marketing,assistant
석서린,male,4395,marketing,intern
편민석,female,28987,IT,assistant
피연호,male,29502,marketing,manager
좌채연,female,27338,marketing,manager
감유이,male,24425,marketing,assistant
손민채,female,5014,marketing,header
임은솔,female,13368,IT,manager
우세빈,female,13088,marketing,assistant
하예성,female,10824,advertising,assistant
연성원,female,4079,finance,assistant
곽시온,female,27934,finance,intern
지민하,male,9362,marketing,header
범사랑,male,24811,IT,intern
당혜빈,male,8829,marketing,assistant
함지인,male,10108,marketing,intern
천민정,male,17317,advertising,manager
명다연,male,25553,design,manager
간승찬,male,29334,finance,assistant
상현준,male,5090,design,intern
임윤진,male,11608,marketing,intern
오재우,female,18945,marketing,intern
견여진,male,17828,marketing,assistant
남현진,male,24260,marketing,assistant
도윤채,male,23342,finance,manager
인주혁,female,29908,marketing,assistant
정하린,male,18683,finance,manager
예다현,male,15742,design,header
여태성,female,24783,advertising,assistant
안동윤,female,27278,design,assistant
권라온,male,9069,marketing,manager
차태율,male,9289,advertising,assistant
유태호,male,9573,finance,manager
편준수,male,8001,marketing,manager
백소현,female,15159,marketing,manager
서온유,male,11521,marketing,manager
반윤건,male,23847,marketing,assistant
동혜원,male,22507,marketing,header
금재율,female,16484,marketing,intern
남하민,male,26015,advertising,assistant
어재민,female,4327,design,header
부채영,male,15724,marketing,assistant
당시온,male,29501,design,assistant
엄승재,female,11852,IT,intern
길승현,male,25281,IT,assistant
범서우,male,24086,marketing,manager
공윤서,female,27291,marketing,assistant
임나경,female,24100,advertising,assistant
신승연,male,10546,marketing,assistant
금민주,female,17398,design,manager
목동준,female,9244,advertising,assistant
손지인,male,25551,finance,assistant
팽주은,male,12396,advertising,intern
마주은,female,22231,IT,assistant
시건호,male,10373,design,manager
표지안,male,16947,design,assistant
공주환,male,14106,finance,assistant
피수연,male,29965,finance,manager
명다윤,female,14002,IT,assistant
박윤건,male,5000,marketing,assistant
백설,male,27235,marketing,assistant
연은채,female,20796,marketing,assistant
손현,female,27539,design,intern
모준석,female,23123,advertising,manager
부강현,male,17801,marketing,assistant
인도경,male,29584,advertising,header
강동하,male,5938,finance,assistant
복태윤,male,24788,marketing,manager
문가영,male,10898,marketing,manager
여율,female,19765,IT,assistant
길태준,male,23842,design,manager
마찬영,female,21839,advertising,manager
두준후,female,25743,IT,intern
금은수,female,3772,marketing,assistant
하다영,male,13515,finance,assistant
팽하율,female,28876,marketing,assistant
갈성훈,male,24073,finance,assistant
음소희,male,19700,advertising,assistant
탁재우,female,5091,marketing,assistant
소시환,female,26217,advertising,assistant
류주원,male,6515,marketing,assistant
태은율,male,10707,design,manager
명진우,male,9034,marketing,assistant
안유안,female,4269,IT,assistant
부은혜,female,17432,design,intern
편세빈,female,19012,marketing,assistant
경유빈,male,18213,marketing,assistant
심소정,male,20209,advertising,assistant
신은성,male,11822,marketing,assistant
선건희,male,12985,marketing,assistant
신지온,male,8837,marketing,assistant
목혜인,female,12800,finance,assistant
간현승,male,4102,advertising,assistant
함소담,female,22258,IT,assistant
경제이,female,4111,marketing,assistant
안시헌,male,8405,marketing,manager
왕연재,male,11601,advertising,manager
원승우,male,28397,design,header
맹유진,male,18539,marketing,assistant
육동현,male,7259,advertising,manager
은유림,male,8841,finance,assistant
명소정,female,15621,design,assistant
채유림,female,14748,advertising,intern
견다빈,female,19401,advertising,intern
국윤,male,18383,design,header
우준원,female,28016,advertising,assistant
태시은,female,25995,advertising,assistant
인소담,male,23531,marketing,intern
왕유하,male,28195,advertising,intern
기우찬,male,4897,marketing,manager
백채린,female,6330,advertising,assistant
탁현,female,3297,marketing,assistant
음민성,male,7242,design,assistant
감우현,female,7530,advertising,assistant
은도희,female,3018,design,header
가태영,male,14369,marketing,manager
우재하,male,4002,marketing,assistant
천지후,female,21072,advertising,manager
정혜인,male,18847,finance,manager
민수현,male,19775,marketing,assistant
맹예준,male,9839,marketing,assistant
이단아,male,28921,marketing,manager
전하진,female,10841,finance,manager
류선호,female,27424,marketing,assistant
왕성훈,male,16223,marketing,assistant
차민수,female,21927,IT,manager
맹동욱,male,25581,marketing,manager
추윤,male,26805,marketing,assistant
태주현,female,6469,marketing,assistant
주혜성,male,20068,IT,intern
한가빈,male,6131,marketing,manager
목시완,female,12017,advertising,manager
당세훈,male,7930,marketing,manager
형아현,male,11865,advertising,assistant
홍소연,female,23963,advertising,assistant
변현승,male,5309,marketing,assistant
소연아,female,22993,marketing,assistant
경은우,male,28832,marketing,manager
봉해준,female,24286,marketing,header
배정원,female,3344,marketing,assistant
선솔,male,9335,marketing,intern
인소담,female,22790,IT,header
황원우,male,14125,design,assistant
상민솔,male,5910,marketing,assistant
권지온,male,24569,marketing,assistant
손연재,female,11227,marketing,header
사효준,female,13026,marketing,manager
변지민,female,19616,IT,assistant
사로아,male,13611,marketing,assistant
임정빈,female,22777,finance,assistant
온은우,male,8650,marketing,assistant
송하진,male,22556,marketing,manager
최나은,male,13505,advertising,assistant
차준호,male,3037,marketing,assistant
간주현,male,20567,marketing,manager
선은수,female,4344,marketing,assistant
백진호,male,8616,IT,manager
예나은,male,20148,finance,assistant
구수연,male,4138,advertising,assistant
손나율,female,4156,marketing,assistant
진승훈,male,24994,advertising,assistant
백성윤,male,14134,IT,intern
목동규,male,26510,finance,intern
은가빈,male,7091,design,manager
모혜정,male,27758,marketing,assistant
빈우성,male,3398,design,intern
엄소윤,male,4006,advertising,assistant
시하온,female,27392,marketing,manager
경하윤,female,25445,advertising,header
오승환,female,8156,advertising,header
최민호,female,19600,marketing,header
유은성,male,24868,marketing,assistant
기율,male,3049,marketing,manager
편유건,male,8643,IT,assistant
목태이,male,29674,finance,header
기리원,male,10626,advertising,assistant
사서호,male,9359,design,manager
태이준,female,22548,marketing,manager
승나은,female,3218,design,manager
반은비,female,19740,design,header
원찬영,female,29318,marketing,manager
팽예성,male,14744,marketing,header
진가현,male,10572,marketing,intern
범유현,female,12272,marketing,manager
조지후,male,25833,advertising,assistant
라혜진,male,24521,advertising,assistant
염주현,male,28176,marketing,assistant
신소영,male,4226,marketing,assistant
허요한,female,4782,advertising,assistant
염성우,female,15703,marketing,assistant
피현서,male,10191,marketing,assistant
함현,female,16758,IT,manager
경시준,male,23620,marketing,header
팽사랑,female,20068,design,assistant
시혜성,male,10138,marketing,manager
우소미,male,15887,advertising,assistant
엄서우,male,6679,marketing,manager
양승현,male,3050,marketing,manager
육서우,male,28813,advertising,assistant
장동욱,female,26428,finance,manager
임도준,female,25440,marketing,manager
민현민,male,5094,marketing,assistant
용주안,male,27411,marketing,manager
표유민,female,15639,advertising,manager
우은빈,male,9275,advertising,manager
감재하,female,10222,advertising,manager
가수정,male,27949,marketing,assistant
차서희,female,21097,advertising,assistant
국유라,male,18549,advertising,header
국소담,female,13818,marketing,assistant
남해나,male,22146,marketing,manager
황승민,male,23061,advertising,assistant
권윤슬,female,29371,design,manager
곽라윤,male,16422,IT,manager
변주호,male,17593,advertising,intern
주은유,male,11111,marketing,assistant
육나영,male,4129,marketing,assistant
채로아,female,11662,advertising,assistant
옥채연,male,11722,advertising,manager
염시후,male,7395,marketing,intern
범가온,male,7309,marketing,assistant
변이현,male,16356,design,manager
기도현,female,20925,marketing,assistant
추상민,male,13724,marketing,manager
편동현,male,19722,IT,assistant
단주연,male,22890,marketing,assistant
노예서,female,29536,IT,assistant
변윤하,male,29674,marketing,header
권지혁,female,13085,marketing,assistant
라다영,female,5535,IT,manager
성예서,male,20539,marketing,manager
범유빈,female,14805,design,header
표유성,male,12736,marketing,manager
한지웅,female,5782,advertising,intern
허도연,male,18626,marketing,header
하다희,female,9330,finance,manager
노유안,male,29784,design,assistant
공소이,female,15895,design,assistant
위유건,female,7247,marketing,header
진지훈,female,24321,marketing,assistant
기지인,male,8739,advertising,assistant
진나영,male,5593,marketing,manager
임은채,male,18638,IT,assistant
맹라온,male,28442,finance,assistant
곽은성,female,4470,marketing,assistant
곽예담,male,23621,IT,assistant
맹태성,male,3426,marketing,assistant
편아린,female,20709,advertising,intern
엄하준,male,17995,IT,intern
정사랑,male,23106,marketing,manager
문태건,female,9721,marketing,intern
조여진,female,6181,marketing,assistant
경승재,male,9736,marketing,intern
팽유안,female,14328,marketing,assistant
갈여원,male,4634,advertising,intern
피은준,female,12499,design,assistant
차서연,female,9658,IT,assistant
추현,male,15985,marketing,manager
은라온,female,21876,design,assistant
갈연호,male,6532,marketing,manager
연현아,female,22437,marketing,assistant
김태환,female,28308,advertising,assistant
나산,female,10572,advertising,manager
심민호,male,29687,marketing,assistant
사승유,female,18699,marketing,manager
경이현,male,12481,marketing,manager
김은재,male,24185,marketing,manager
어제이,male,10194,finance,manager
어태이,male,4817,finance,assistant
기도아,female,9592,marketing,intern
기예나,male,21989,advertising,assistant
제채영,female,16084,advertising,manager
두민준,male,26388,marketing,manager
목이나,male,16885,IT,assistant
부현,male,27784,marketing,manager
태한울,female,23458,advertising,manager
노하진,male,12269,IT,assistant
전가온,female,20114,marketing,assistant
사은우,female,3934,design,manager
어서준,male,10952,marketing,intern
간윤아,female,15429,marketing,assistant
우승준,female,19052,IT,manager
맹도아,female,25311,marketing,assistant
표산,male,4311,design,header
상승호,male,19042,IT,assistant
도승찬,male,6253,IT,assistant
승재이,female,16295,marketing,manager
황가을,female,24978,marketing,manager
봉윤우,male,28249,advertising,assistant
형유은,female,16102,marketing,assistant
성예진,male,4974,marketing,assistant
왕은율,male,24662,finance,assistant
백주영,male,5214,marketing,manager
견세연,male,5940,design,assistant
옥재우,female,15423,design,intern
함민경,male,17259,marketing,assistant
위수연,female,17650,advertising,manager
왕유빈,male,27518,marketing,header
인지영,female,6061,advertising,intern
문정윤,female,13455,marketing,manager
은재영,male,26706,advertising,assistant
배연주,male,10202,marketing,manager
은성준,female,26746,finance,manager
송유찬,male,8666,marketing,manager
왕소원,female,18436,marketing,assistant
위다희,male,8694,marketing,assistant
공지운,male,10102,marketing,assistant
명연준,male,7138,IT,manager
추예솔,female,10197,finance,manager
소주한,male,4705,IT,header
어나현,male,22236,advertising,intern
나정원,female,24557,finance,assistant
명시아,female,20154,design,manager
오다경,male,4139,marketing,manager
선하율,female,23915,advertising,header
인효원,female,18011,marketing,manager
은유나,female,17125,design,assistant
공수정,male,20917,finance,header
고나영,male,4685,marketing,assistant
옥성진,male,12463,finance,manager
남효주,male,13858,marketing,assistant
팽리안,male,5145,advertising,assistant
용아영,female,29304,finance,assistant
도루아,male,3867,advertising,assistant
현나영,male,7682,advertising,intern
서신우,male,28016,marketing,manager
박현석,female,29150,finance,manager
예시현,male,10848,design,assistant
소은솔,male,5829,advertising,manager
표하성,male,20026,advertising,manager
유유안,female,4373,marketing,intern
석재하,female,23265,marketing,manager
손재혁,male,16389,marketing,manager
류찬우,female,17937,advertising,assistant
석나린,male,27381,marketing,manager
서아린,male,16207,advertising,assistant
봉유하,male,11336,marketing,manager
상상우,male,4155,advertising,header
염윤서,female,13995,IT,manager
감정은,male,15314,IT,intern
류산,female,22112,advertising,assistant
명서아,male,27097,finance,header
고연수,male,11512,marketing,manager
함태건,male,13724,advertising,assistant
오가윤,female,5247,finance,assistant
제지안,male,3940,marketing,assistant
표승훈,male,7702,finance,assistant
신정민,male,18089,marketing,assistant
공서원,male,27425,design,manager
전준혁,female,13637,marketing,assistant
형연준,male,5215,marketing,assistant
두호준,male,18723,advertising,assistant
빈다원,male,21964,advertising,manager
강보미,female,27792,advertising,manager
임은율,female,13268,marketing,intern
범도진,male,21466,IT,manager
채우준,male,9798,marketing,assistant
사가현,female,13177,advertising,manager
연윤찬,male,16016,IT,assistant
제시온,male,16551,marketing,assistant
위주영,female,13300,marketing,assistant
나승환,female,27861,IT,intern
나현서,female,29159,marketing,manager
동수빈,female,28179,IT,assistant
동효주,male,27092,design,assistant
맹지운,female,3160,design,assistant
가시윤,female,11455,marketing,assistant
홍아린,female,17643,IT,manager
위정빈,male,12870,marketing,manager
범윤주,male,3939,marketing,header
지동건,female,7135,marketing,header
편다은,female,27907,finance,assistant
서고은,male,24817,advertising,assistant
사연지,male,29230,design,assistant
탁찬,female,5377,advertising,header
간정원,male,17121,IT,assistant
음주영,female,25516,design,assistant
이지오,male,21562,finance,header
안태성,male,29676,marketing,manager
조주혁,female,29945,marketing,assistant
복건우,female,11961,marketing,manager
홍태양,female,13136,marketing,manager
엄현우,female,11345,advertising,manager
모승환,male,22407,marketing,header
음가현,male,23868,marketing,assistant
여태현,female,9022,marketing,assistant
함이한,male,19847,marketing,assistant
차태오,female,29382,design,assistant
추서율,male,4704,IT,assistant
심서진,female,21802,design,assistant
목형준,male,24933,marketing,assistant
제지환,female,11160,design,header
간소희,female,26901,marketing,intern
장도희,female,11101,marketing,header
탁서후,male,21870,marketing,intern
왕규현,female,20843,design,manager
은예슬,female,11938,marketing,assistant
위재민,male,10486,design,manager
경현민,female,16986,marketing,assistant
권사랑,male,8309,IT,manager
인하연,male,29432,IT,header
전한나,male,18039,advertising,assistant
하지율,male,15065,marketing,manager
우유진,male,10161,marketing,manager
은솔,female,26917,advertising,assistant
견서윤,male,19800,marketing,header
감효린,female,12084,advertising,manager
태예린,female,17240,advertising,assistant
시진우,female,14982,advertising,assistant
은주아,female,6488,marketing,assistant
표건호,female,7480,advertising,assistant
박혜린,female,18478,design,assistant
김승찬,male,19268,marketing,intern
천나현,male,6250,advertising,assistant
조설,female,20376,advertising,header
왕도경,female,16801,marketing,manager
조나현,male,7853,IT,assistant
강나린,male,6213,marketing,manager
곽재이,male,28028,design,assistant
허혜윤,male,10533,advertising,manager
곽라온,female,21492,design,assistant
음도연,female,9215,marketing,assistant
탁상현,male,26509,advertising,assistant
석승환,female,23610,marketing,assistant
맹성진,female,28671,marketing,assistant
송소희,male,22751,marketing,assistant
팽민석,male,5738,advertising,assistant
신예원,female,28326,advertising,assistant
감소희,male,9445,marketing,assistant
심지훈,female,3607,advertising,manager
라지혁,female,8978,marketing,manager
조예림,male,20168,advertising,manager
연은비,male,13290,design,intern
지지민,male,19189,marketing,assistant
곽단아,male,7860,advertising,assistant
문우진,male,22699,advertising,assistant
은수지,male,22785,marketing,assistant
손유민,female,12010,marketing,manager
도성윤,male,17150,IT,manager
형연서,female,12622,marketing,header
편소이,female,4208,advertising,assistant
오원우,female,23425,marketing,manager
은슬아,male,19102,marketing,assistant
연소은,male,7713,marketing,manager
라유림,female,29973,IT,header
경정우,male,9802,marketing,header
금유안,male,26540,advertising,manager
동지율,male,26755,marketing,intern
빈혜린,female,21232,finance,manager
범시호,male,22146,design,intern
라윤슬,female,5209,marketing,intern
명시현,female,28537,marketing,header
